spin_index,spin_result,streak_count,bet_amount,bet_on,outcome,profit,bankroll
1891,Black,1,0,,No Bet,0,-1500
1892,Red,1,0,,No Bet,0,-1500
1893,Red,2,0,,No Bet,0,-1500
1894,Black,1,0,,No Bet,0,-1500
1895,Red,1,0,,No Bet,0,-1500
1896,Red,2,0,,No Bet,0,-1500
1897,Red,3,0,,No Bet,0,-1500
1898,Red,Betting,0,,No Bet,0,-1500
1899,Black,1,10,,Win,10,-1490
1900,Black,2,0,,No Bet,0,-1490
1901,Red,1,0,,No Bet,0,-1490
1902,Black,1,0,,No Bet,0,-1490
1903,Black,2,0,,No Bet,0,-1490
1904,Black,3,0,,No Bet,0,-1490
1905,Black,Betting,0,,No Bet,0,-1490
1906,Red,1,10,,Win,10,-1480
1907,Red,2,0,,No Bet,0,-1480
1908,Red,3,0,,No Bet,0,-1480
1909,Red,Betting,0,,No Bet,0,-1480
1910,Black,1,10,,Win,10,-1470
1911,Red,1,0,,No Bet,0,-1470
1912,Black,1,0,,No Bet,0,-1470
1913,Green,0,0,,No Bet,0,-1470
1914,Red,1,0,,No Bet,0,-1470
1915,Black,1,0,,No Bet,0,-1470
1916,Red,1,0,,No Bet,0,-1470
1917,Red,2,0,,No Bet,0,-1470
1918,Red,3,0,,No Bet,0,-1470
1919,Green,0,0,,No Bet,0,-1470
1920,Red,1,0,,No Bet,0,-1470
1921,Red,2,0,,No Bet,0,-1470
1922,Black,1,0,,No Bet,0,-1470
1923,Red,1,0,,No Bet,0,-1470
1924,Red,2,0,,No Bet,0,-1470
1925,Red,3,0,,No Bet,0,-1470
1926,Red,Betting,0,,No Bet,0,-1470
1927,Red,Betting,10,Black,Loss,-10,-1480
1928,Black,1,20,,Win,20,-1460
1929,Black,2,0,,No Bet,0,-1460
1930,Green,0,0,,No Bet,0,-1460
1931,Black,1,0,,No Bet,0,-1460
1932,Black,2,0,,No Bet,0,-1460
1933,Black,3,0,,No Bet,0,-1460
1934,Red,1,0,,No Bet,0,-1460
1935,Black,1,0,,No Bet,0,-1460
1936,Black,2,0,,No Bet,0,-1460
1937,Red,1,0,,No Bet,0,-1460
1938,Red,2,0,,No Bet,0,-1460
1939,Red,3,0,,No Bet,0,-1460
1940,Red,Betting,0,,No Bet,0,-1460
1941,Black,1,10,,Win,10,-1450
1942,Black,2,0,,No Bet,0,-1450
1943,Black,3,0,,No Bet,0,-1450
1944,Black,Betting,0,,No Bet,0,-1450
1945,Black,Betting,10,Red,Loss,-10,-1460
1946,Black,Betting,20,Red,Loss,-20,-1480
1947,Black,Betting,40,Red,Loss,-40,-1520
1948,Green,Betting,80,Red,Loss,-80,-1600
1949,Red,1,160,,Win,160,-1440
1950,Black,1,0,,No Bet,0,-1440
1951,Black,2,0,,No Bet,0,-1440
1952,Black,3,0,,No Bet,0,-1440
1953,Black,Betting,0,,No Bet,0,-1440
1954,Black,Betting,10,Red,Loss,-10,-1450
1955,Red,1,20,,Win,20,-1430
1956,Red,2,0,,No Bet,0,-1430
1957,Black,1,0,,No Bet,0,-1430
1958,Red,1,0,,No Bet,0,-1430
1959,Black,1,0,,No Bet,0,-1430
1960,Red,1,0,,No Bet,0,-1430
1961,Black,1,0,,No Bet,0,-1430
1962,Black,2,0,,No Bet,0,-1430
1963,Red,1,0,,No Bet,0,-1430
1964,Red,2,0,,No Bet,0,-1430
1965,Red,3,0,,No Bet,0,-1430
1966,Black,1,0,,No Bet,0,-1430
1967,Black,2,0,,No Bet,0,-1430
1968,Black,3,0,,No Bet,0,-1430
1969,Green,0,0,,No Bet,0,-1430
1970,Red,1,0,,No Bet,0,-1430
1971,Red,2,0,,No Bet,0,-1430
1972,Red,3,0,,No Bet,0,-1430
1973,Black,1,0,,No Bet,0,-1430
1974,Black,2,0,,No Bet,0,-1430
1975,Black,3,0,,No Bet,0,-1430
1976,Red,1,0,,No Bet,0,-1430
1977,Red,2,0,,No Bet,0,-1430
1978,Black,1,0,,No Bet,0,-1430
1979,Red,1,0,,No Bet,0,-1430
1980,Red,2,0,,No Bet,0,-1430
1981,Black,1,0,,No Bet,0,-1430
1982,Red,1,0,,No Bet,0,-1430
1983,Red,2,0,,No Bet,0,-1430
1984,Black,1,0,,No Bet,0,-1430
1985,Green,0,0,,No Bet,0,-1430
1986,Black,1,0,,No Bet,0,-1430
1987,Black,2,0,,No Bet,0,-1430
1988,Red,1,0,,No Bet,0,-1430
1989,Red,2,0,,No Bet,0,-1430
1990,Red,3,0,,No Bet,0,-1430
1991,Red,Betting,0,,No Bet,0,-1430
1992,Black,1,10,,Win,10,-1420
1993,Red,1,0,,No Bet,0,-1420
1994,Red,2,0,,No Bet,0,-1420
1995,Black,1,0,,No Bet,0,-1420
1996,Black,2,0,,No Bet,0,-1420
1997,Red,1,0,,No Bet,0,-1420
1998,Red,2,0,,No Bet,0,-1420
1999,Red,3,0,,No Bet,0,-1420
2000,Black,1,0,,No Bet,0,-1420
2001,Red,1,0,,No Bet,0,-1420
2002,Black,1,0,,No Bet,0,-1420
2003,Red,1,0,,No Bet,0,-1420
2004,Red,2,0,,No Bet,0,-1420
2005,Green,0,0,,No Bet,0,-1420
2006,Red,1,0,,No Bet,0,-1420
2007,Red,2,0,,No Bet,0,-1420
2008,Red,3,0,,No Bet,0,-1420
2009,Red,Betting,0,,No Bet,0,-1420
2010,Black,1,10,,Win,10,-1410
2011,Red,1,0,,No Bet,0,-1410
2012,Black,1,0,,No Bet,0,-1410
2013,Black,2,0,,No Bet,0,-1410
2014,Black,3,0,,No Bet,0,-1410
2015,Red,1,0,,No Bet,0,-1410
2016,Black,1,0,,No Bet,0,-1410
2017,Red,1,0,,No Bet,0,-1410
2018,Black,1,0,,No Bet,0,-1410
2019,Black,2,0,,No Bet,0,-1410
2020,Black,3,0,,No Bet,0,-1410
2021,Black,Betting,0,,No Bet,0,-1410
2022,Red,1,10,,Win,10,-1400
2023,Red,2,0,,No Bet,0,-1400
2024,Black,1,0,,No Bet,0,-1400
2025,Black,2,0,,No Bet,0,-1400
2026,Red,1,0,,No Bet,0,-1400
2027,Black,1,0,,No Bet,0,-1400
2028,Black,2,0,,No Bet,0,-1400
2029,Black,3,0,,No Bet,0,-1400
2030,Red,1,0,,No Bet,0,-1400
2031,Red,2,0,,No Bet,0,-1400
2032,Red,3,0,,No Bet,0,-1400
2033,Red,Betting,0,,No Bet,0,-1400
2034,Black,1,10,,Win,10,-1390
2035,Black,2,0,,No Bet,0,-1390
2036,Black,3,0,,No Bet,0,-1390
2037,Black,Betting,0,,No Bet,0,-1390
2038,Green,Betting,10,Red,Loss,-10,-1400
2039,Black,Betting,20,Red,Loss,-20,-1420
2040,Red,1,40,,Win,40,-1380
2041,Black,1,0,,No Bet,0,-1380
2042,Red,1,0,,No Bet,0,-1380
2043,Red,2,0,,No Bet,0,-1380
2044,Black,1,0,,No Bet,0,-1380
2045,Red,1,0,,No Bet,0,-1380
2046,Red,2,0,,No Bet,0,-1380
2047,Green,0,0,,No Bet,0,-1380
2048,Black,1,0,,No Bet,0,-1380
2049,Red,1,0,,No Bet,0,-1380
2050,Red,2,0,,No Bet,0,-1380
2051,Black,1,0,,No Bet,0,-1380
2052,Red,1,0,,No Bet,0,-1380
2053,Green,0,0,,No Bet,0,-1380
2054,Black,1,0,,No Bet,0,-1380
2055,Red,1,0,,No Bet,0,-1380
2056,Black,1,0,,No Bet,0,-1380
2057,Red,1,0,,No Bet,0,-1380
2058,Black,1,0,,No Bet,0,-1380
2059,Red,1,0,,No Bet,0,-1380
2060,Black,1,0,,No Bet,0,-1380
2061,Black,2,0,,No Bet,0,-1380
2062,Red,1,0,,No Bet,0,-1380
2063,Black,1,0,,No Bet,0,-1380
2064,Black,2,0,,No Bet,0,-1380
2065,Black,3,0,,No Bet,0,-1380
2066,Black,Betting,0,,No Bet,0,-1380
2067,Black,Betting,10,Red,Loss,-10,-1390
2068,Red,1,20,,Win,20,-1370
2069,Black,1,0,,No Bet,0,-1370
2070,Green,0,0,,No Bet,0,-1370
2071,Red,1,0,,No Bet,0,-1370
2072,Black,1,0,,No Bet,0,-1370
2073,Red,1,0,,No Bet,0,-1370
2074,Red,2,0,,No Bet,0,-1370
2075,Red,3,0,,No Bet,0,-1370
2076,Red,Betting,0,,No Bet,0,-1370
2077,Black,1,10,,Win,10,-1360
2078,Black,2,0,,No Bet,0,-1360
2079,Red,1,0,,No Bet,0,-1360
2080,Red,2,0,,No Bet,0,-1360
2081,Red,3,0,,No Bet,0,-1360
2082,Black,1,0,,No Bet,0,-1360
2083,Red,1,0,,No Bet,0,-1360
2084,Red,2,0,,No Bet,0,-1360
2085,Red,3,0,,No Bet,0,-1360
2086,Red,Betting,0,,No Bet,0,-1360
2087,Red,Betting,10,Black,Loss,-10,-1370
2088,Red,Betting,20,Black,Loss,-20,-1390
2089,Red,Betting,40,Black,Loss,-40,-1430
2090,Red,Betting,80,Black,Loss,-80,-1510
2091,Red,Betting,160,Black,Loss,-160,-1670
2092,Black,1,320,,Win,320,-1350
2093,Red,1,0,,No Bet,0,-1350
2094,Black,1,0,,No Bet,0,-1350
2095,Red,1,0,,No Bet,0,-1350
2096,Black,1,0,,No Bet,0,-1350
2097,Red,1,0,,No Bet,0,-1350
2098,Black,1,0,,No Bet,0,-1350
2099,Red,1,0,,No Bet,0,-1350
2100,Black,1,0,,No Bet,0,-1350
2101,Black,2,0,,No Bet,0,-1350
2102,Black,3,0,,No Bet,0,-1350
2103,Red,1,0,,No Bet,0,-1350
2104,Black,1,0,,No Bet,0,-1350
2105,Black,2,0,,No Bet,0,-1350
2106,Red,1,0,,No Bet,0,-1350
2107,Black,1,0,,No Bet,0,-1350
2108,Black,2,0,,No Bet,0,-1350
2109,Red,1,0,,No Bet,0,-1350
2110,Black,1,0,,No Bet,0,-1350
2111,Black,2,0,,No Bet,0,-1350
2112,Red,1,0,,No Bet,0,-1350
2113,Black,1,0,,No Bet,0,-1350
2114,Black,2,0,,No Bet,0,-1350
2115,Black,3,0,,No Bet,0,-1350
2116,Red,1,0,,No Bet,0,-1350
2117,Black,1,0,,No Bet,0,-1350
2118,Red,1,0,,No Bet,0,-1350
2119,Red,2,0,,No Bet,0,-1350
2120,Black,1,0,,No Bet,0,-1350
2121,Red,1,0,,No Bet,0,-1350
2122,Black,1,0,,No Bet,0,-1350
2123,Red,1,0,,No Bet,0,-1350
2124,Red,2,0,,No Bet,0,-1350
2125,Red,3,0,,No Bet,0,-1350
2126,Red,Betting,0,,No Bet,0,-1350
2127,Green,Betting,10,Black,Loss,-10,-1360
2128,Red,Betting,20,Black,Loss,-20,-1380
2129,Red,Betting,40,Black,Loss,-40,-1420
2130,Red,Betting,80,Black,Loss,-80,-1500
2131,Black,1,160,,Win,160,-1340
2132,Black,2,0,,No Bet,0,-1340
2133,Red,1,0,,No Bet,0,-1340
2134,Red,2,0,,No Bet,0,-1340
2135,Red,3,0,,No Bet,0,-1340
2136,Black,1,0,,No Bet,0,-1340
2137,Red,1,0,,No Bet,0,-1340
2138,Black,1,0,,No Bet,0,-1340
2139,Black,2,0,,No Bet,0,-1340
2140,Green,0,0,,No Bet,0,-1340
2141,Red,1,0,,No Bet,0,-1340
2142,Red,2,0,,No Bet,0,-1340
2143,Red,3,0,,No Bet,0,-1340
2144,Black,1,0,,No Bet,0,-1340
2145,Red,1,0,,No Bet,0,-1340
2146,Black,1,0,,No Bet,0,-1340
2147,Black,2,0,,No Bet,0,-1340
2148,Black,3,0,,No Bet,0,-1340
2149,Black,Betting,0,,No Bet,0,-1340
2150,Red,1,10,,Win,10,-1330
2151,Black,1,0,,No Bet,0,-1330
2152,Red,1,0,,No Bet,0,-1330
2153,Red,2,0,,No Bet,0,-1330
2154,Black,1,0,,No Bet,0,-1330
2155,Black,2,0,,No Bet,0,-1330
2156,Black,3,0,,No Bet,0,-1330
2157,Black,Betting,0,,No Bet,0,-1330
2158,Black,Betting,10,Red,Loss,-10,-1340
2159,Red,1,20,,Win,20,-1320
2160,Green,0,0,,No Bet,0,-1320
2161,Red,1,0,,No Bet,0,-1320
2162,Black,1,0,,No Bet,0,-1320
2163,Red,1,0,,No Bet,0,-1320
2164,Red,2,0,,No Bet,0,-1320
2165,Red,3,0,,No Bet,0,-1320
2166,Red,Betting,0,,No Bet,0,-1320
2167,Black,1,10,,Win,10,-1310
2168,Black,2,0,,No Bet,0,-1310
2169,Black,3,0,,No Bet,0,-1310
2170,Black,Betting,0,,No Bet,0,-1310
2171,Black,Betting,10,Red,Loss,-10,-1320
2172,Red,1,20,,Win,20,-1300
2173,Black,1,0,,No Bet,0,-1300
2174,Black,2,0,,No Bet,0,-1300
2175,Red,1,0,,No Bet,0,-1300
2176,Red,2,0,,No Bet,0,-1300
2177,Black,1,0,,No Bet,0,-1300
2178,Green,0,0,,No Bet,0,-1300
2179,Red,1,0,,No Bet,0,-1300
2180,Black,1,0,,No Bet,0,-1300
2181,Black,2,0,,No Bet,0,-1300
2182,Black,3,0,,No Bet,0,-1300
2183,Red,1,0,,No Bet,0,-1300
2184,Black,1,0,,No Bet,0,-1300
2185,Red,1,0,,No Bet,0,-1300
2186,Black,1,0,,No Bet,0,-1300
2187,Red,1,0,,No Bet,0,-1300
2188,Red,2,0,,No Bet,0,-1300
2189,Red,3,0,,No Bet,0,-1300
2190,Black,1,0,,No Bet,0,-1300
2191,Black,2,0,,No Bet,0,-1300
2192,Green,0,0,,No Bet,0,-1300
2193,Black,1,0,,No Bet,0,-1300
2194,Black,2,0,,No Bet,0,-1300
2195,Red,1,0,,No Bet,0,-1300
2196,Black,1,0,,No Bet,0,-1300
2197,Black,2,0,,No Bet,0,-1300
2198,Black,3,0,,No Bet,0,-1300
2199,Black,Betting,0,,No Bet,0,-1300
2200,Black,Betting,10,Red,Loss,-10,-1310
2201,Red,1,20,,Win,20,-1290
2202,Red,2,0,,No Bet,0,-1290
2203,Black,1,0,,No Bet,0,-1290
2204,Red,1,0,,No Bet,0,-1290
2205,Black,1,0,,No Bet,0,-1290
2206,Red,1,0,,No Bet,0,-1290
2207,Black,1,0,,No Bet,0,-1290
2208,Red,1,0,,No Bet,0,-1290
2209,Black,1,0,,No Bet,0,-1290
2210,Red,1,0,,No Bet,0,-1290
2211,Black,1,0,,No Bet,0,-1290
2212,Red,1,0,,No Bet,0,-1290
2213,Green,0,0,,No Bet,0,-1290
2214,Red,1,0,,No Bet,0,-1290
2215,Red,2,0,,No Bet,0,-1290
2216,Black,1,0,,No Bet,0,-1290
2217,Red,1,0,,No Bet,0,-1290
2218,Red,2,0,,No Bet,0,-1290
2219,Red,3,0,,No Bet,0,-1290
2220,Green,0,0,,No Bet,0,-1290
2221,Black,1,0,,No Bet,0,-1290
2222,Red,1,0,,No Bet,0,-1290
2223,Red,2,0,,No Bet,0,-1290
2224,Black,1,0,,No Bet,0,-1290
2225,Red,1,0,,No Bet,0,-1290
2226,Red,2,0,,No Bet,0,-1290
2227,Red,3,0,,No Bet,0,-1290
2228,Red,Betting,0,,No Bet,0,-1290
2229,Red,Betting,10,Black,Loss,-10,-1300
2230,Black,1,20,,Win,20,-1280
2231,Red,1,0,,No Bet,0,-1280
2232,Red,2,0,,No Bet,0,-1280
2233,Black,1,0,,No Bet,0,-1280
2234,Green,0,0,,No Bet,0,-1280
2235,Green,0,0,,No Bet,0,-1280
2236,Black,1,0,,No Bet,0,-1280
2237,Red,1,0,,No Bet,0,-1280
2238,Red,2,0,,No Bet,0,-1280
2239,Black,1,0,,No Bet,0,-1280
2240,Red,1,0,,No Bet,0,-1280
2241,Black,1,0,,No Bet,0,-1280
2242,Red,1,0,,No Bet,0,-1280
2243,Black,1,0,,No Bet,0,-1280
2244,Black,2,0,,No Bet,0,-1280
2245,Red,1,0,,No Bet,0,-1280
2246,Black,1,0,,No Bet,0,-1280
2247,Black,2,0,,No Bet,0,-1280
2248,Black,3,0,,No Bet,0,-1280
2249,Black,Betting,0,,No Bet,0,-1280
2250,Red,1,10,,Win,10,-1270
2251,Red,2,0,,No Bet,0,-1270
2252,Black,1,0,,No Bet,0,-1270
2253,Red,1,0,,No Bet,0,-1270
2254,Black,1,0,,No Bet,0,-1270
2255,Red,1,0,,No Bet,0,-1270
2256,Red,2,0,,No Bet,0,-1270
2257,Green,0,0,,No Bet,0,-1270
2258,Green,0,0,,No Bet,0,-1270
2259,Black,1,0,,No Bet,0,-1270
2260,Black,2,0,,No Bet,0,-1270
2261,Red,1,0,,No Bet,0,-1270
2262,Red,2,0,,No Bet,0,-1270
2263,Black,1,0,,No Bet,0,-1270
2264,Red,1,0,,No Bet,0,-1270
2265,Black,1,0,,No Bet,0,-1270
2266,Black,2,0,,No Bet,0,-1270
2267,Red,1,0,,No Bet,0,-1270
2268,Red,2,0,,No Bet,0,-1270
2269,Black,1,0,,No Bet,0,-1270
2270,Red,1,0,,No Bet,0,-1270
2271,Black,1,0,,No Bet,0,-1270
2272,Red,1,0,,No Bet,0,-1270
2273,Black,1,0,,No Bet,0,-1270
2274,Black,2,0,,No Bet,0,-1270
2275,Black,3,0,,No Bet,0,-1270
2276,Red,1,0,,No Bet,0,-1270
2277,Red,2,0,,No Bet,0,-1270
2278,Black,1,0,,No Bet,0,-1270
2279,Black,2,0,,No Bet,0,-1270
2280,Black,3,0,,No Bet,0,-1270
2281,Red,1,0,,No Bet,0,-1270
2282,Black,1,0,,No Bet,0,-1270
2283,Red,1,0,,No Bet,0,-1270
2284,Black,1,0,,No Bet,0,-1270
2285,Black,2,0,,No Bet,0,-1270
2286,Black,3,0,,No Bet,0,-1270
2287,Black,Betting,0,,No Bet,0,-1270
2288,Red,1,10,,Win,10,-1260
2289,Red,2,0,,No Bet,0,-1260
2290,Black,1,0,,No Bet,0,-1260
2291,Black,2,0,,No Bet,0,-1260
2292,Red,1,0,,No Bet,0,-1260
2293,Green,0,0,,No Bet,0,-1260
2294,Black,1,0,,No Bet,0,-1260
2295,Red,1,0,,No Bet,0,-1260
2296,Black,1,0,,No Bet,0,-1260
2297,Red,1,0,,No Bet,0,-1260
2298,Black,1,0,,No Bet,0,-1260
2299,Black,2,0,,No Bet,0,-1260
2300,Red,1,0,,No Bet,0,-1260
2301,Red,2,0,,No Bet,0,-1260
2302,Red,3,0,,No Bet,0,-1260
2303,Red,Betting,0,,No Bet,0,-1260
2304,Red,Betting,10,Black,Loss,-10,-1270
2305,Green,Betting,20,Black,Loss,-20,-1290
2306,Red,Betting,40,Black,Loss,-40,-1330
2307,Red,Betting,80,Black,Loss,-80,-1410
2308,Red,Betting,160,Black,Loss,-160,-1570
2309,Black,1,320,,Win,320,-1250
2310,Green,0,0,,No Bet,0,-1250
2311,Black,1,0,,No Bet,0,-1250
2312,Black,2,0,,No Bet,0,-1250
2313,Red,1,0,,No Bet,0,-1250
2314,Black,1,0,,No Bet,0,-1250
2315,Red,1,0,,No Bet,0,-1250
2316,Black,1,0,,No Bet,0,-1250
2317,Red,1,0,,No Bet,0,-1250
2318,Black,1,0,,No Bet,0,-1250
2319,Black,2,0,,No Bet,0,-1250
2320,Black,3,0,,No Bet,0,-1250
2321,Black,Betting,0,,No Bet,0,-1250
2322,Red,1,10,,Win,10,-1240
2323,Black,1,0,,No Bet,0,-1240
2324,Red,1,0,,No Bet,0,-1240
2325,Black,1,0,,No Bet,0,-1240
2326,Green,0,0,,No Bet,0,-1240
2327,Red,1,0,,No Bet,0,-1240
2328,Black,1,0,,No Bet,0,-1240
2329,Black,2,0,,No Bet,0,-1240
2330,Red,1,0,,No Bet,0,-1240
2331,Black,1,0,,No Bet,0,-1240
2332,Red,1,0,,No Bet,0,-1240
2333,Black,1,0,,No Bet,0,-1240
2334,Red,1,0,,No Bet,0,-1240
2335,Green,0,0,,No Bet,0,-1240
2336,Red,1,0,,No Bet,0,-1240
2337,Red,2,0,,No Bet,0,-1240
2338,Black,1,0,,No Bet,0,-1240
2339,Black,2,0,,No Bet,0,-1240
2340,Red,1,0,,No Bet,0,-1240
2341,Red,2,0,,No Bet,0,-1240
2342,Red,3,0,,No Bet,0,-1240
2343,Red,Betting,0,,No Bet,0,-1240
2344,Black,1,10,,Win,10,-1230
2345,Red,1,0,,No Bet,0,-1230
2346,Black,1,0,,No Bet,0,-1230
2347,Black,2,0,,No Bet,0,-1230
2348,Black,3,0,,No Bet,0,-1230
2349,Red,1,0,,No Bet,0,-1230
2350,Red,2,0,,No Bet,0,-1230
2351,Red,3,0,,No Bet,0,-1230
2352,Red,Betting,0,,No Bet,0,-1230
2353,Green,Betting,10,Black,Loss,-10,-1240
2354,Black,1,20,,Win,20,-1220
2355,Black,2,0,,No Bet,0,-1220
2356,Black,3,0,,No Bet,0,-1220
2357,Black,Betting,0,,No Bet,0,-1220
2358,Red,1,10,,Win,10,-1210
2359,Red,2,0,,No Bet,0,-1210
2360,Red,3,0,,No Bet,0,-1210
2361,Red,Betting,0,,No Bet,0,-1210
2362,Red,Betting,10,Black,Loss,-10,-1220
2363,Black,1,20,,Win,20,-1200
2364,Red,1,0,,No Bet,0,-1200
2365,Black,1,0,,No Bet,0,-1200
2366,Red,1,0,,No Bet,0,-1200
2367,Red,2,0,,No Bet,0,-1200
2368,Red,3,0,,No Bet,0,-1200
2369,Red,Betting,0,,No Bet,0,-1200
2370,Red,Betting,10,Black,Loss,-10,-1210
2371,Red,Betting,20,Black,Loss,-20,-1230
2372,Red,Betting,40,Black,Loss,-40,-1270
2373,Black,1,80,,Win,80,-1190
2374,Black,2,0,,No Bet,0,-1190
2375,Black,3,0,,No Bet,0,-1190
2376,Red,1,0,,No Bet,0,-1190
2377,Red,2,0,,No Bet,0,-1190
2378,Red,3,0,,No Bet,0,-1190
2379,Black,1,0,,No Bet,0,-1190
2380,Black,2,0,,No Bet,0,-1190
2381,Red,1,0,,No Bet,0,-1190
2382,Red,2,0,,No Bet,0,-1190
2383,Red,3,0,,No Bet,0,-1190
2384,Red,Betting,0,,No Bet,0,-1190
2385,Red,Betting,10,Black,Loss,-10,-1200
2386,Black,1,20,,Win,20,-1180
2387,Red,1,0,,No Bet,0,-1180
2388,Red,2,0,,No Bet,0,-1180
2389,Green,0,0,,No Bet,0,-1180
2390,Red,1,0,,No Bet,0,-1180
2391,Red,2,0,,No Bet,0,-1180
2392,Red,3,0,,No Bet,0,-1180
2393,Black,1,0,,No Bet,0,-1180
2394,Red,1,0,,No Bet,0,-1180
2395,Black,1,0,,No Bet,0,-1180
2396,Black,2,0,,No Bet,0,-1180
2397,Red,1,0,,No Bet,0,-1180
2398,Red,2,0,,No Bet,0,-1180
2399,Red,3,0,,No Bet,0,-1180
2400,Red,Betting,0,,No Bet,0,-1180
2401,Black,1,10,,Win,10,-1170
2402,Red,1,0,,No Bet,0,-1170
2403,Black,1,0,,No Bet,0,-1170
2404,Red,1,0,,No Bet,0,-1170
2405,Green,0,0,,No Bet,0,-1170
2406,Red,1,0,,No Bet,0,-1170
2407,Red,2,0,,No Bet,0,-1170
2408,Black,1,0,,No Bet,0,-1170
2409,Green,0,0,,No Bet,0,-1170
2410,Red,1,0,,No Bet,0,-1170
2411,Red,2,0,,No Bet,0,-1170
2412,Red,3,0,,No Bet,0,-1170
2413,Red,Betting,0,,No Bet,0,-1170
2414,Red,Betting,10,Black,Loss,-10,-1180
2415,Red,Betting,20,Black,Loss,-20,-1200
2416,Red,Betting,40,Black,Loss,-40,-1240
2417,Black,1,80,,Win,80,-1160
2418,Red,1,0,,No Bet,0,-1160
2419,Black,1,0,,No Bet,0,-1160
2420,Red,1,0,,No Bet,0,-1160
2421,Black,1,0,,No Bet,0,-1160
2422,Red,1,0,,No Bet,0,-1160
2423,Black,1,0,,No Bet,0,-1160
2424,Red,1,0,,No Bet,0,-1160
2425,Red,2,0,,No Bet,0,-1160
2426,Red,3,0,,No Bet,0,-1160
2427,Black,1,0,,No Bet,0,-1160
2428,Black,2,0,,No Bet,0,-1160
2429,Black,3,0,,No Bet,0,-1160
2430,Black,Betting,0,,No Bet,0,-1160
2431,Red,1,10,,Win,10,-1150
2432,Black,1,0,,No Bet,0,-1150
2433,Green,0,0,,No Bet,0,-1150
2434,Green,0,0,,No Bet,0,-1150
2435,Red,1,0,,No Bet,0,-1150
2436,Red,2,0,,No Bet,0,-1150
2437,Black,1,0,,No Bet,0,-1150
2438,Black,2,0,,No Bet,0,-1150
2439,Red,1,0,,No Bet,0,-1150
2440,Black,1,0,,No Bet,0,-1150
2441,Black,2,0,,No Bet,0,-1150
2442,Black,3,0,,No Bet,0,-1150
2443,Black,Betting,0,,No Bet,0,-1150
2444,Red,1,10,,Win,10,-1140
2445,Green,0,0,,No Bet,0,-1140
2446,Black,1,0,,No Bet,0,-1140
2447,Black,2,0,,No Bet,0,-1140
2448,Green,0,0,,No Bet,0,-1140
2449,Red,1,0,,No Bet,0,-1140
2450,Green,0,0,,No Bet,0,-1140
2451,Red,1,0,,No Bet,0,-1140
2452,Black,1,0,,No Bet,0,-1140
2453,Black,2,0,,No Bet,0,-1140
2454,Red,1,0,,No Bet,0,-1140
2455,Black,1,0,,No Bet,0,-1140
2456,Red,1,0,,No Bet,0,-1140
2457,Red,2,0,,No Bet,0,-1140
2458,Red,3,0,,No Bet,0,-1140
2459,Black,1,0,,No Bet,0,-1140
2460,Red,1,0,,No Bet,0,-1140
2461,Green,0,0,,No Bet,0,-1140
2462,Black,1,0,,No Bet,0,-1140
2463,Black,2,0,,No Bet,0,-1140
2464,Black,3,0,,No Bet,0,-1140
2465,Black,Betting,0,,No Bet,0,-1140
2466,Red,1,10,,Win,10,-1130
2467,Red,2,0,,No Bet,0,-1130
2468,Black,1,0,,No Bet,0,-1130
2469,Red,1,0,,No Bet,0,-1130
2470,Black,1,0,,No Bet,0,-1130
2471,Black,2,0,,No Bet,0,-1130
2472,Red,1,0,,No Bet,0,-1130
2473,Green,0,0,,No Bet,0,-1130
2474,Red,1,0,,No Bet,0,-1130
2475,Black,1,0,,No Bet,0,-1130
2476,Red,1,0,,No Bet,0,-1130
2477,Black,1,0,,No Bet,0,-1130
2478,Red,1,0,,No Bet,0,-1130
2479,Black,1,0,,No Bet,0,-1130
2480,Red,1,0,,No Bet,0,-1130
2481,Black,1,0,,No Bet,0,-1130
2482,Black,2,0,,No Bet,0,-1130
2483,Red,1,0,,No Bet,0,-1130
2484,Red,2,0,,No Bet,0,-1130
2485,Black,1,0,,No Bet,0,-1130
2486,Red,1,0,,No Bet,0,-1130
2487,Black,1,0,,No Bet,0,-1130
2488,Black,2,0,,No Bet,0,-1130
2489,Red,1,0,,No Bet,0,-1130
2490,Black,1,0,,No Bet,0,-1130
2491,Red,1,0,,No Bet,0,-1130
2492,Black,1,0,,No Bet,0,-1130
2493,Red,1,0,,No Bet,0,-1130
2494,Black,1,0,,No Bet,0,-1130
2495,Red,1,0,,No Bet,0,-1130
2496,Red,2,0,,No Bet,0,-1130
2497,Black,1,0,,No Bet,0,-1130
2498,Green,0,0,,No Bet,0,-1130
2499,Black,1,0,,No Bet,0,-1130
2500,Black,2,0,,No Bet,0,-1130
2501,Black,3,0,,No Bet,0,-1130
2502,Black,Betting,0,,No Bet,0,-1130
2503,Red,1,10,,Win,10,-1120
2504,Green,0,0,,No Bet,0,-1120
2505,Black,1,0,,No Bet,0,-1120
2506,Black,2,0,,No Bet,0,-1120
2507,Black,3,0,,No Bet,0,-1120
2508,Black,Betting,0,,No Bet,0,-1120
2509,Red,1,10,,Win,10,-1110
2510,Black,1,0,,No Bet,0,-1110
2511,Black,2,0,,No Bet,0,-1110
2512,Green,0,0,,No Bet,0,-1110
2513,Red,1,0,,No Bet,0,-1110
2514,Black,1,0,,No Bet,0,-1110
2515,Black,2,0,,No Bet,0,-1110
2516,Black,3,0,,No Bet,0,-1110
2517,Black,Betting,0,,No Bet,0,-1110
