spin_index,spin_result,streak_count,bet_amount,bet_on,outcome,profit,bankroll
8239,Green,0,0,,No Bet,0,-1870
8240,Black,1,0,,No Bet,0,-1870
8241,Red,1,0,,No Bet,0,-1870
8242,Black,1,0,,No Bet,0,-1870
8243,Red,1,0,,No Bet,0,-1870
8244,Red,2,0,,No Bet,0,-1870
8245,Black,1,0,,No Bet,0,-1870
8246,Black,2,0,,No Bet,0,-1870
8247,Black,3,0,,No Bet,0,-1870
8248,Red,1,0,,No Bet,0,-1870
8249,Green,0,0,,No Bet,0,-1870
8250,Black,1,0,,No Bet,0,-1870
8251,Red,1,0,,No Bet,0,-1870
8252,Red,2,0,,No Bet,0,-1870
8253,Black,1,0,,No Bet,0,-1870
8254,Red,1,0,,No Bet,0,-1870
8255,Black,1,0,,No Bet,0,-1870
8256,Red,1,0,,No Bet,0,-1870
8257,Red,2,0,,No Bet,0,-1870
8258,Black,1,0,,No Bet,0,-1870
8259,Black,2,0,,No Bet,0,-1870
8260,Red,1,0,,No Bet,0,-1870
8261,Black,1,0,,No Bet,0,-1870
8262,Red,1,0,,No Bet,0,-1870
8263,Black,1,0,,No Bet,0,-1870
8264,Red,1,0,,No Bet,0,-1870
8265,Red,2,0,,No Bet,0,-1870
8266,Black,1,0,,No Bet,0,-1870
8267,Red,1,0,,No Bet,0,-1870
8268,Black,1,0,,No Bet,0,-1870
8269,Black,2,0,,No Bet,0,-1870
8270,Red,1,0,,No Bet,0,-1870
8271,Black,1,0,,No Bet,0,-1870
8272,Red,1,0,,No Bet,0,-1870
8273,Red,2,0,,No Bet,0,-1870
8274,Red,3,0,,No Bet,0,-1870
8275,Black,1,0,,No Bet,0,-1870
8276,Red,1,0,,No Bet,0,-1870
8277,Black,1,0,,No Bet,0,-1870
8278,Black,2,0,,No Bet,0,-1870
8279,Black,3,0,,No Bet,0,-1870
8280,Red,1,0,,No Bet,0,-1870
8281,Red,2,0,,No Bet,0,-1870
8282,Red,3,0,,No Bet,0,-1870
8283,Red,Betting,0,,No Bet,0,-1870
8284,Green,Betting,10,Black,Loss,-10,-1880
8285,Black,1,20,,Win,20,-1860
8286,Red,1,0,,No Bet,0,-1860
8287,Black,1,0,,No Bet,0,-1860
8288,Black,2,0,,No Bet,0,-1860
8289,Red,1,0,,No Bet,0,-1860
8290,Red,2,0,,No Bet,0,-1860
8291,Red,3,0,,No Bet,0,-1860
8292,Black,1,0,,No Bet,0,-1860
8293,Black,2,0,,No Bet,0,-1860
8294,Red,1,0,,No Bet,0,-1860
8295,Red,2,0,,No Bet,0,-1860
8296,Red,3,0,,No Bet,0,-1860
8297,Red,Betting,0,,No Bet,0,-1860
8298,Black,1,10,,Win,10,-1850
8299,Black,2,0,,No Bet,0,-1850
8300,Red,1,0,,No Bet,0,-1850
8301,Red,2,0,,No Bet,0,-1850
8302,Red,3,0,,No Bet,0,-1850
8303,Black,1,0,,No Bet,0,-1850
8304,Black,2,0,,No Bet,0,-1850
8305,Black,3,0,,No Bet,0,-1850
8306,Black,Betting,0,,No Bet,0,-1850
8307,Black,Betting,10,Red,Loss,-10,-1860
8308,Red,1,20,,Win,20,-1840
8309,Black,1,0,,No Bet,0,-1840
8310,Black,2,0,,No Bet,0,-1840
8311,Black,3,0,,No Bet,0,-1840
8312,Red,1,0,,No Bet,0,-1840
8313,Black,1,0,,No Bet,0,-1840
8314,Black,2,0,,No Bet,0,-1840
8315,Red,1,0,,No Bet,0,-1840
8316,Black,1,0,,No Bet,0,-1840
8317,Black,2,0,,No Bet,0,-1840
8318,Red,1,0,,No Bet,0,-1840
8319,Black,1,0,,No Bet,0,-1840
8320,Black,2,0,,No Bet,0,-1840
8321,Black,3,0,,No Bet,0,-1840
8322,Green,0,0,,No Bet,0,-1840
8323,Red,1,0,,No Bet,0,-1840
8324,Black,1,0,,No Bet,0,-1840
8325,Red,1,0,,No Bet,0,-1840
8326,Red,2,0,,No Bet,0,-1840
8327,Black,1,0,,No Bet,0,-1840
8328,Red,1,0,,No Bet,0,-1840
8329,Red,2,0,,No Bet,0,-1840
8330,Red,3,0,,No Bet,0,-1840
8331,Black,1,0,,No Bet,0,-1840
8332,Black,2,0,,No Bet,0,-1840
8333,Green,0,0,,No Bet,0,-1840
8334,Red,1,0,,No Bet,0,-1840
8335,Green,0,0,,No Bet,0,-1840
8336,Black,1,0,,No Bet,0,-1840
8337,Red,1,0,,No Bet,0,-1840
8338,Black,1,0,,No Bet,0,-1840
8339,Red,1,0,,No Bet,0,-1840
8340,Black,1,0,,No Bet,0,-1840
8341,Red,1,0,,No Bet,0,-1840
8342,Red,2,0,,No Bet,0,-1840
8343,Black,1,0,,No Bet,0,-1840
8344,Black,2,0,,No Bet,0,-1840
8345,Black,3,0,,No Bet,0,-1840
8346,Black,Betting,0,,No Bet,0,-1840
8347,Red,1,10,,Win,10,-1830
8348,Black,1,0,,No Bet,0,-1830
8349,Green,0,0,,No Bet,0,-1830
8350,Red,1,0,,No Bet,0,-1830
8351,Red,2,0,,No Bet,0,-1830
8352,Red,3,0,,No Bet,0,-1830
8353,Black,1,0,,No Bet,0,-1830
8354,Red,1,0,,No Bet,0,-1830
8355,Red,2,0,,No Bet,0,-1830
8356,Red,3,0,,No Bet,0,-1830
8357,Red,Betting,0,,No Bet,0,-1830
8358,Red,Betting,10,Black,Loss,-10,-1840
8359,Red,Betting,20,Black,Loss,-20,-1860
8360,Red,Betting,40,Black,Loss,-40,-1900
8361,Red,Betting,80,Black,Loss,-80,-1980
8362,Black,1,160,,Win,160,-1820
8363,Black,2,0,,No Bet,0,-1820
8364,Red,1,0,,No Bet,0,-1820
8365,Red,2,0,,No Bet,0,-1820
8366,Red,3,0,,No Bet,0,-1820
8367,Black,1,0,,No Bet,0,-1820
8368,Black,2,0,,No Bet,0,-1820
8369,Black,3,0,,No Bet,0,-1820
8370,Red,1,0,,No Bet,0,-1820
8371,Red,2,0,,No Bet,0,-1820
8372,Red,3,0,,No Bet,0,-1820
8373,Black,1,0,,No Bet,0,-1820
8374,Black,2,0,,No Bet,0,-1820
8375,Black,3,0,,No Bet,0,-1820
8376,Red,1,0,,No Bet,0,-1820
8377,Red,2,0,,No Bet,0,-1820
8378,Red,3,0,,No Bet,0,-1820
8379,Black,1,0,,No Bet,0,-1820
8380,Red,1,0,,No Bet,0,-1820
8381,Red,2,0,,No Bet,0,-1820
8382,Black,1,0,,No Bet,0,-1820
8383,Red,1,0,,No Bet,0,-1820
8384,Red,2,0,,No Bet,0,-1820
8385,Black,1,0,,No Bet,0,-1820
8386,Red,1,0,,No Bet,0,-1820
8387,Black,1,0,,No Bet,0,-1820
8388,Green,0,0,,No Bet,0,-1820
8389,Black,1,0,,No Bet,0,-1820
8390,Red,1,0,,No Bet,0,-1820
8391,Black,1,0,,No Bet,0,-1820
8392,Black,2,0,,No Bet,0,-1820
8393,Black,3,0,,No Bet,0,-1820
8394,Red,1,0,,No Bet,0,-1820
8395,Black,1,0,,No Bet,0,-1820
8396,Black,2,0,,No Bet,0,-1820
8397,Red,1,0,,No Bet,0,-1820
8398,Red,2,0,,No Bet,0,-1820
8399,Black,1,0,,No Bet,0,-1820
8400,Black,2,0,,No Bet,0,-1820
8401,Red,1,0,,No Bet,0,-1820
8402,Black,1,0,,No Bet,0,-1820
8403,Red,1,0,,No Bet,0,-1820
8404,Red,2,0,,No Bet,0,-1820
8405,Red,3,0,,No Bet,0,-1820
8406,Red,Betting,0,,No Bet,0,-1820
8407,Red,Betting,10,Black,Loss,-10,-1830
8408,Black,1,20,,Win,20,-1810
8409,Red,1,0,,No Bet,0,-1810
8410,Black,1,0,,No Bet,0,-1810
8411,Red,1,0,,No Bet,0,-1810
8412,Black,1,0,,No Bet,0,-1810
8413,Red,1,0,,No Bet,0,-1810
8414,Black,1,0,,No Bet,0,-1810
8415,Black,2,0,,No Bet,0,-1810
8416,Black,3,0,,No Bet,0,-1810
8417,Red,1,0,,No Bet,0,-1810
8418,Black,1,0,,No Bet,0,-1810
8419,Black,2,0,,No Bet,0,-1810
8420,Red,1,0,,No Bet,0,-1810
8421,Black,1,0,,No Bet,0,-1810
8422,Black,2,0,,No Bet,0,-1810
8423,Red,1,0,,No Bet,0,-1810
8424,Green,0,0,,No Bet,0,-1810
8425,Red,1,0,,No Bet,0,-1810
8426,Black,1,0,,No Bet,0,-1810
8427,Red,1,0,,No Bet,0,-1810
8428,Black,1,0,,No Bet,0,-1810
8429,Black,2,0,,No Bet,0,-1810
8430,Black,3,0,,No Bet,0,-1810
8431,Red,1,0,,No Bet,0,-1810
8432,Black,1,0,,No Bet,0,-1810
8433,Red,1,0,,No Bet,0,-1810
8434,Black,1,0,,No Bet,0,-1810
8435,Red,1,0,,No Bet,0,-1810
8436,Red,2,0,,No Bet,0,-1810
8437,Red,3,0,,No Bet,0,-1810
8438,Green,0,0,,No Bet,0,-1810
8439,Red,1,0,,No Bet,0,-1810
8440,Black,1,0,,No Bet,0,-1810
8441,Red,1,0,,No Bet,0,-1810
8442,Black,1,0,,No Bet,0,-1810
8443,Black,2,0,,No Bet,0,-1810
8444,Black,3,0,,No Bet,0,-1810
8445,Red,1,0,,No Bet,0,-1810
8446,Black,1,0,,No Bet,0,-1810
8447,Black,2,0,,No Bet,0,-1810
8448,Black,3,0,,No Bet,0,-1810
8449,Black,Betting,0,,No Bet,0,-1810
8450,Red,1,10,,Win,10,-1800
8451,Red,2,0,,No Bet,0,-1800
8452,Red,3,0,,No Bet,0,-1800
8453,Red,Betting,0,,No Bet,0,-1800
8454,Black,1,10,,Win,10,-1790
8455,Black,2,0,,No Bet,0,-1790
8456,Black,3,0,,No Bet,0,-1790
8457,Black,Betting,0,,No Bet,0,-1790
8458,Black,Betting,10,Red,Loss,-10,-1800
8459,Black,Betting,20,Red,Loss,-20,-1820
8460,Black,Betting,40,Red,Loss,-40,-1860
8461,Black,Betting,80,Red,Loss,-80,-1940
8462,Red,1,160,,Win,160,-1780
8463,Black,1,0,,No Bet,0,-1780
8464,Black,2,0,,No Bet,0,-1780
8465,Green,0,0,,No Bet,0,-1780
8466,Black,1,0,,No Bet,0,-1780
8467,Green,0,0,,No Bet,0,-1780
8468,Red,1,0,,No Bet,0,-1780
8469,Black,1,0,,No Bet,0,-1780
8470,Black,2,0,,No Bet,0,-1780
8471,Red,1,0,,No Bet,0,-1780
8472,Red,2,0,,No Bet,0,-1780
8473,Green,0,0,,No Bet,0,-1780
8474,Black,1,0,,No Bet,0,-1780
8475,Black,2,0,,No Bet,0,-1780
8476,Red,1,0,,No Bet,0,-1780
8477,Red,2,0,,No Bet,0,-1780
8478,Black,1,0,,No Bet,0,-1780
8479,Red,1,0,,No Bet,0,-1780
8480,Black,1,0,,No Bet,0,-1780
8481,Black,2,0,,No Bet,0,-1780
8482,Green,0,0,,No Bet,0,-1780
8483,Red,1,0,,No Bet,0,-1780
8484,Black,1,0,,No Bet,0,-1780
8485,Black,2,0,,No Bet,0,-1780
8486,Black,3,0,,No Bet,0,-1780
8487,Green,0,0,,No Bet,0,-1780
8488,Red,1,0,,No Bet,0,-1780
8489,Red,2,0,,No Bet,0,-1780
8490,Red,3,0,,No Bet,0,-1780
8491,Black,1,0,,No Bet,0,-1780
8492,Black,2,0,,No Bet,0,-1780
8493,Red,1,0,,No Bet,0,-1780
8494,Red,2,0,,No Bet,0,-1780
8495,Black,1,0,,No Bet,0,-1780
8496,Red,1,0,,No Bet,0,-1780
8497,Black,1,0,,No Bet,0,-1780
8498,Black,2,0,,No Bet,0,-1780
8499,Red,1,0,,No Bet,0,-1780
8500,Black,1,0,,No Bet,0,-1780
8501,Green,0,0,,No Bet,0,-1780
8502,Black,1,0,,No Bet,0,-1780
8503,Black,2,0,,No Bet,0,-1780
8504,Green,0,0,,No Bet,0,-1780
8505,Red,1,0,,No Bet,0,-1780
8506,Black,1,0,,No Bet,0,-1780
8507,Black,2,0,,No Bet,0,-1780
8508,Red,1,0,,No Bet,0,-1780
8509,Black,1,0,,No Bet,0,-1780
8510,Black,2,0,,No Bet,0,-1780
8511,Red,1,0,,No Bet,0,-1780
8512,Red,2,0,,No Bet,0,-1780
8513,Red,3,0,,No Bet,0,-1780
8514,Black,1,0,,No Bet,0,-1780
8515,Black,2,0,,No Bet,0,-1780
8516,Black,3,0,,No Bet,0,-1780
8517,Black,Betting,0,,No Bet,0,-1780
8518,Red,1,10,,Win,10,-1770
8519,Red,2,0,,No Bet,0,-1770
8520,Red,3,0,,No Bet,0,-1770
8521,Black,1,0,,No Bet,0,-1770
8522,Black,2,0,,No Bet,0,-1770
8523,Red,1,0,,No Bet,0,-1770
8524,Red,2,0,,No Bet,0,-1770
8525,Black,1,0,,No Bet,0,-1770
8526,Black,2,0,,No Bet,0,-1770
8527,Black,3,0,,No Bet,0,-1770
8528,Red,1,0,,No Bet,0,-1770
8529,Black,1,0,,No Bet,0,-1770
8530,Red,1,0,,No Bet,0,-1770
8531,Black,1,0,,No Bet,0,-1770
8532,Red,1,0,,No Bet,0,-1770
8533,Red,2,0,,No Bet,0,-1770
8534,Black,1,0,,No Bet,0,-1770
8535,Red,1,0,,No Bet,0,-1770
8536,Red,2,0,,No Bet,0,-1770
8537,Black,1,0,,No Bet,0,-1770
8538,Red,1,0,,No Bet,0,-1770
8539,Black,1,0,,No Bet,0,-1770
8540,Green,0,0,,No Bet,0,-1770
8541,Green,0,0,,No Bet,0,-1770
8542,Red,1,0,,No Bet,0,-1770
8543,Black,1,0,,No Bet,0,-1770
8544,Black,2,0,,No Bet,0,-1770
8545,Black,3,0,,No Bet,0,-1770
8546,Black,Betting,0,,No Bet,0,-1770
8547,Red,1,10,,Win,10,-1760
8548,Black,1,0,,No Bet,0,-1760
8549,Black,2,0,,No Bet,0,-1760
8550,Red,1,0,,No Bet,0,-1760
8551,Red,2,0,,No Bet,0,-1760
8552,Black,1,0,,No Bet,0,-1760
8553,Black,2,0,,No Bet,0,-1760
8554,Red,1,0,,No Bet,0,-1760
8555,Black,1,0,,No Bet,0,-1760
8556,Black,2,0,,No Bet,0,-1760
8557,Black,3,0,,No Bet,0,-1760
8558,Black,Betting,0,,No Bet,0,-1760
8559,Red,1,10,,Win,10,-1750
8560,Black,1,0,,No Bet,0,-1750
8561,Black,2,0,,No Bet,0,-1750
8562,Black,3,0,,No Bet,0,-1750
8563,Black,Betting,0,,No Bet,0,-1750
8564,Black,Betting,10,Red,Loss,-10,-1760
8565,Black,Betting,20,Red,Loss,-20,-1780
8566,Red,1,40,,Win,40,-1740
8567,Red,2,0,,No Bet,0,-1740
8568,Black,1,0,,No Bet,0,-1740
8569,Black,2,0,,No Bet,0,-1740
8570,Red,1,0,,No Bet,0,-1740
8571,Black,1,0,,No Bet,0,-1740
8572,Red,1,0,,No Bet,0,-1740
8573,Red,2,0,,No Bet,0,-1740
8574,Black,1,0,,No Bet,0,-1740
8575,Red,1,0,,No Bet,0,-1740
8576,Red,2,0,,No Bet,0,-1740
8577,Red,3,0,,No Bet,0,-1740
8578,Red,Betting,0,,No Bet,0,-1740
8579,Black,1,10,,Win,10,-1730
8580,Black,2,0,,No Bet,0,-1730
8581,Black,3,0,,No Bet,0,-1730
8582,Black,Betting,0,,No Bet,0,-1730
8583,Red,1,10,,Win,10,-1720
8584,Red,2,0,,No Bet,0,-1720
8585,Black,1,0,,No Bet,0,-1720
8586,Black,2,0,,No Bet,0,-1720
8587,Black,3,0,,No Bet,0,-1720
8588,Green,0,0,,No Bet,0,-1720
8589,Red,1,0,,No Bet,0,-1720
8590,Red,2,0,,No Bet,0,-1720
8591,Black,1,0,,No Bet,0,-1720
8592,Black,2,0,,No Bet,0,-1720
8593,Black,3,0,,No Bet,0,-1720
8594,Black,Betting,0,,No Bet,0,-1720
8595,Black,Betting,10,Red,Loss,-10,-1730
8596,Red,1,20,,Win,20,-1710
8597,Red,2,0,,No Bet,0,-1710
8598,Black,1,0,,No Bet,0,-1710
8599,Red,1,0,,No Bet,0,-1710
8600,Red,2,0,,No Bet,0,-1710
8601,Black,1,0,,No Bet,0,-1710
8602,Red,1,0,,No Bet,0,-1710
8603,Black,1,0,,No Bet,0,-1710
8604,Black,2,0,,No Bet,0,-1710
8605,Red,1,0,,No Bet,0,-1710
8606,Black,1,0,,No Bet,0,-1710
8607,Red,1,0,,No Bet,0,-1710
8608,Black,1,0,,No Bet,0,-1710
8609,Red,1,0,,No Bet,0,-1710
8610,Black,1,0,,No Bet,0,-1710
8611,Black,2,0,,No Bet,0,-1710
8612,Red,1,0,,No Bet,0,-1710
8613,Black,1,0,,No Bet,0,-1710
8614,Black,2,0,,No Bet,0,-1710
8615,Black,3,0,,No Bet,0,-1710
8616,Red,1,0,,No Bet,0,-1710
8617,Red,2,0,,No Bet,0,-1710
8618,Black,1,0,,No Bet,0,-1710
8619,Red,1,0,,No Bet,0,-1710
8620,Red,2,0,,No Bet,0,-1710
8621,Black,1,0,,No Bet,0,-1710
8622,Red,1,0,,No Bet,0,-1710
8623,Black,1,0,,No Bet,0,-1710
8624,Black,2,0,,No Bet,0,-1710
8625,Black,3,0,,No Bet,0,-1710
8626,Black,Betting,0,,No Bet,0,-1710
8627,Red,1,10,,Win,10,-1700
8628,Black,1,0,,No Bet,0,-1700
8629,Black,2,0,,No Bet,0,-1700
8630,Red,1,0,,No Bet,0,-1700
8631,Black,1,0,,No Bet,0,-1700
8632,Black,2,0,,No Bet,0,-1700
8633,Black,3,0,,No Bet,0,-1700
8634,Red,1,0,,No Bet,0,-1700
8635,Red,2,0,,No Bet,0,-1700
8636,Black,1,0,,No Bet,0,-1700
8637,Red,1,0,,No Bet,0,-1700
8638,Black,1,0,,No Bet,0,-1700
8639,Red,1,0,,No Bet,0,-1700
8640,Red,2,0,,No Bet,0,-1700
8641,Black,1,0,,No Bet,0,-1700
8642,Red,1,0,,No Bet,0,-1700
8643,Black,1,0,,No Bet,0,-1700
8644,Green,0,0,,No Bet,0,-1700
8645,Red,1,0,,No Bet,0,-1700
8646,Black,1,0,,No Bet,0,-1700
8647,Red,1,0,,No Bet,0,-1700
8648,Green,0,0,,No Bet,0,-1700
8649,Red,1,0,,No Bet,0,-1700
8650,Black,1,0,,No Bet,0,-1700
8651,Black,2,0,,No Bet,0,-1700
8652,Red,1,0,,No Bet,0,-1700
8653,Green,0,0,,No Bet,0,-1700
8654,Red,1,0,,No Bet,0,-1700
8655,Black,1,0,,No Bet,0,-1700
8656,Black,2,0,,No Bet,0,-1700
8657,Black,3,0,,No Bet,0,-1700
8658,Green,0,0,,No Bet,0,-1700
8659,Red,1,0,,No Bet,0,-1700
8660,Red,2,0,,No Bet,0,-1700
8661,Red,3,0,,No Bet,0,-1700
8662,Black,1,0,,No Bet,0,-1700
8663,Red,1,0,,No Bet,0,-1700
8664,Red,2,0,,No Bet,0,-1700
8665,Black,1,0,,No Bet,0,-1700
8666,Red,1,0,,No Bet,0,-1700
8667,Red,2,0,,No Bet,0,-1700
8668,Black,1,0,,No Bet,0,-1700
8669,Red,1,0,,No Bet,0,-1700
8670,Red,2,0,,No Bet,0,-1700
8671,Black,1,0,,No Bet,0,-1700
8672,Black,2,0,,No Bet,0,-1700
8673,Black,3,0,,No Bet,0,-1700
8674,Black,Betting,0,,No Bet,0,-1700
8675,Green,Betting,10,Red,Loss,-10,-1710
8676,Black,Betting,20,Red,Loss,-20,-1730
8677,Black,Betting,40,Red,Loss,-40,-1770
8678,Red,1,80,,Win,80,-1690
8679,Black,1,0,,No Bet,0,-1690
8680,Black,2,0,,No Bet,0,-1690
8681,Black,3,0,,No Bet,0,-1690
8682,Black,Betting,0,,No Bet,0,-1690
8683,Red,1,10,,Win,10,-1680
8684,Red,2,0,,No Bet,0,-1680
8685,Red,3,0,,No Bet,0,-1680
8686,Red,Betting,0,,No Bet,0,-1680
8687,Red,Betting,10,Black,Loss,-10,-1690
8688,Black,1,20,,Win,20,-1670
8689,Black,2,0,,No Bet,0,-1670
8690,Red,1,0,,No Bet,0,-1670
8691,Black,1,0,,No Bet,0,-1670
8692,Black,2,0,,No Bet,0,-1670
8693,Black,3,0,,No Bet,0,-1670
8694,Red,1,0,,No Bet,0,-1670
8695,Red,2,0,,No Bet,0,-1670
8696,Black,1,0,,No Bet,0,-1670
8697,Red,1,0,,No Bet,0,-1670
8698,Green,0,0,,No Bet,0,-1670
8699,Red,1,0,,No Bet,0,-1670
8700,Black,1,0,,No Bet,0,-1670
8701,Black,2,0,,No Bet,0,-1670
8702,Black,3,0,,No Bet,0,-1670
8703,Black,Betting,0,,No Bet,0,-1670
8704,Red,1,10,,Win,10,-1660
8705,Black,1,0,,No Bet,0,-1660
8706,Black,2,0,,No Bet,0,-1660
8707,Red,1,0,,No Bet,0,-1660
8708,Black,1,0,,No Bet,0,-1660
8709,Black,2,0,,No Bet,0,-1660
8710,Black,3,0,,No Bet,0,-1660
8711,Black,Betting,0,,No Bet,0,-1660
8712,Red,1,10,,Win,10,-1650
8713,Red,2,0,,No Bet,0,-1650
8714,Red,3,0,,No Bet,0,-1650
8715,Black,1,0,,No Bet,0,-1650
8716,Black,2,0,,No Bet,0,-1650
8717,Black,3,0,,No Bet,0,-1650
8718,Black,Betting,0,,No Bet,0,-1650
8719,Red,1,10,,Win,10,-1640
8720,Black,1,0,,No Bet,0,-1640
8721,Red,1,0,,No Bet,0,-1640
8722,Red,2,0,,No Bet,0,-1640
8723,Red,3,0,,No Bet,0,-1640
8724,Red,Betting,0,,No Bet,0,-1640
8725,Black,1,10,,Win,10,-1630
8726,Red,1,0,,No Bet,0,-1630
8727,Red,2,0,,No Bet,0,-1630
8728,Red,3,0,,No Bet,0,-1630
8729,Red,Betting,0,,No Bet,0,-1630
8730,Red,Betting,10,Black,Loss,-10,-1640
8731,Red,Betting,20,Black,Loss,-20,-1660
8732,Black,1,40,,Win,40,-1620
8733,Black,2,0,,No Bet,0,-1620
8734,Red,1,0,,No Bet,0,-1620
8735,Black,1,0,,No Bet,0,-1620
8736,Black,2,0,,No Bet,0,-1620
8737,Black,3,0,,No Bet,0,-1620
8738,Black,Betting,0,,No Bet,0,-1620
8739,Black,Betting,10,Red,Loss,-10,-1630
8740,Red,1,20,,Win,20,-1610
8741,Black,1,0,,No Bet,0,-1610
8742,Red,1,0,,No Bet,0,-1610
8743,Black,1,0,,No Bet,0,-1610
8744,Black,2,0,,No Bet,0,-1610
8745,Black,3,0,,No Bet,0,-1610
8746,Red,1,0,,No Bet,0,-1610
8747,Red,2,0,,No Bet,0,-1610
8748,Black,1,0,,No Bet,0,-1610
8749,Red,1,0,,No Bet,0,-1610
8750,Black,1,0,,No Bet,0,-1610
8751,Red,1,0,,No Bet,0,-1610
8752,Red,2,0,,No Bet,0,-1610
8753,Red,3,0,,No Bet,0,-1610
8754,Red,Betting,0,,No Bet,0,-1610
8755,Red,Betting,10,Black,Loss,-10,-1620
8756,Black,1,20,,Win,20,-1600
8757,Black,2,0,,No Bet,0,-1600
8758,Red,1,0,,No Bet,0,-1600
8759,Black,1,0,,No Bet,0,-1600
8760,Black,2,0,,No Bet,0,-1600
8761,Red,1,0,,No Bet,0,-1600
8762,Red,2,0,,No Bet,0,-1600
8763,Red,3,0,,No Bet,0,-1600
8764,Red,Betting,0,,No Bet,0,-1600
8765,Red,Betting,10,Black,Loss,-10,-1610
8766,Black,1,20,,Win,20,-1590
8767,Red,1,0,,No Bet,0,-1590
8768,Red,2,0,,No Bet,0,-1590
8769,Red,3,0,,No Bet,0,-1590
8770,Red,Betting,0,,No Bet,0,-1590
8771,Red,Betting,10,Black,Loss,-10,-1600
8772,Black,1,20,,Win,20,-1580
8773,Red,1,0,,No Bet,0,-1580
8774,Red,2,0,,No Bet,0,-1580
8775,Red,3,0,,No Bet,0,-1580
8776,Black,1,0,,No Bet,0,-1580
8777,Red,1,0,,No Bet,0,-1580
8778,Red,2,0,,No Bet,0,-1580
8779,Red,3,0,,No Bet,0,-1580
8780,Red,Betting,0,,No Bet,0,-1580
8781,Black,1,10,,Win,10,-1570
8782,Black,2,0,,No Bet,0,-1570
8783,Black,3,0,,No Bet,0,-1570
8784,Black,Betting,0,,No Bet,0,-1570
8785,Black,Betting,10,Red,Loss,-10,-1580
8786,Red,1,20,,Win,20,-1560
8787,Green,0,0,,No Bet,0,-1560
8788,Green,0,0,,No Bet,0,-1560
8789,Red,1,0,,No Bet,0,-1560
8790,Green,0,0,,No Bet,0,-1560
8791,Red,1,0,,No Bet,0,-1560
8792,Red,2,0,,No Bet,0,-1560
8793,Black,1,0,,No Bet,0,-1560
8794,Black,2,0,,No Bet,0,-1560
8795,Black,3,0,,No Bet,0,-1560
8796,Red,1,0,,No Bet,0,-1560
8797,Black,1,0,,No Bet,0,-1560
8798,Red,1,0,,No Bet,0,-1560
8799,Black,1,0,,No Bet,0,-1560
8800,Black,2,0,,No Bet,0,-1560
8801,Red,1,0,,No Bet,0,-1560
8802,Black,1,0,,No Bet,0,-1560
8803,Red,1,0,,No Bet,0,-1560
8804,Green,0,0,,No Bet,0,-1560
8805,Red,1,0,,No Bet,0,-1560
8806,Black,1,0,,No Bet,0,-1560
8807,Black,2,0,,No Bet,0,-1560
8808,Red,1,0,,No Bet,0,-1560
8809,Red,2,0,,No Bet,0,-1560
8810,Black,1,0,,No Bet,0,-1560
8811,Black,2,0,,No Bet,0,-1560
8812,Red,1,0,,No Bet,0,-1560
8813,Red,2,0,,No Bet,0,-1560
8814,Red,3,0,,No Bet,0,-1560
8815,Red,Betting,0,,No Bet,0,-1560
8816,Black,1,10,,Win,10,-1550
8817,Red,1,0,,No Bet,0,-1550
8818,Black,1,0,,No Bet,0,-1550
8819,Red,1,0,,No Bet,0,-1550
8820,Black,1,0,,No Bet,0,-1550
8821,Green,0,0,,No Bet,0,-1550
8822,Black,1,0,,No Bet,0,-1550
8823,Red,1,0,,No Bet,0,-1550
8824,Black,1,0,,No Bet,0,-1550
8825,Black,2,0,,No Bet,0,-1550
8826,Red,1,0,,No Bet,0,-1550
8827,Black,1,0,,No Bet,0,-1550
8828,Black,2,0,,No Bet,0,-1550
8829,Green,0,0,,No Bet,0,-1550
8830,Black,1,0,,No Bet,0,-1550
8831,Red,1,0,,No Bet,0,-1550
8832,Black,1,0,,No Bet,0,-1550
8833,Black,2,0,,No Bet,0,-1550
8834,Black,3,0,,No Bet,0,-1550
8835,Red,1,0,,No Bet,0,-1550
8836,Red,2,0,,No Bet,0,-1550
8837,Red,3,0,,No Bet,0,-1550
8838,Black,1,0,,No Bet,0,-1550
8839,Red,1,0,,No Bet,0,-1550
8840,Black,1,0,,No Bet,0,-1550
8841,Red,1,0,,No Bet,0,-1550
8842,Red,2,0,,No Bet,0,-1550
8843,Black,1,0,,No Bet,0,-1550
8844,Red,1,0,,No Bet,0,-1550
8845,Black,1,0,,No Bet,0,-1550
8846,Black,2,0,,No Bet,0,-1550
8847,Red,1,0,,No Bet,0,-1550
8848,Black,1,0,,No Bet,0,-1550
8849,Black,2,0,,No Bet,0,-1550
8850,Red,1,0,,No Bet,0,-1550
8851,Black,1,0,,No Bet,0,-1550
8852,Red,1,0,,No Bet,0,-1550
8853,Red,2,0,,No Bet,0,-1550
8854,Red,3,0,,No Bet,0,-1550
8855,Black,1,0,,No Bet,0,-1550
8856,Black,2,0,,No Bet,0,-1550
8857,Black,3,0,,No Bet,0,-1550
8858,Red,1,0,,No Bet,0,-1550
8859,Red,2,0,,No Bet,0,-1550
8860,Black,1,0,,No Bet,0,-1550
8861,Red,1,0,,No Bet,0,-1550
8862,Black,1,0,,No Bet,0,-1550
8863,Green,0,0,,No Bet,0,-1550
8864,Black,1,0,,No Bet,0,-1550
8865,Black,2,0,,No Bet,0,-1550
8866,Black,3,0,,No Bet,0,-1550
8867,Green,0,0,,No Bet,0,-1550
8868,Black,1,0,,No Bet,0,-1550
